iter	Passed	Remaining
1080	18187	15461
1081	18197	15438
1082	18210	15419
1083	18219	15396
1084	18229	15373
1085	18280	15384
1086	18311	15380
1087	18324	15359
1088	18333	15336
1089	18342	15313
1090	18373	15308
1091	18382	15285
1092	18392	15262
1093	18401	15239
1094	18410	15216
1095	18441	15210
1096	18450	15187
1097	18460	15164
1098	18469	15141
1099	18478	15118
1100	18510	15114
1101	18520	15091
1102	18529	15069
1103	18539	15046
1104	18548	15023
1105	18582	15020
1106	18592	14998
1107	18608	14980
1108	18632	14969
1109	18648	14952
1110	18708	14970
1111	18732	14958
1112	18751	14944
1113	18785	14940
1114	18819	14937
1115	18869	14946
1116	18888	14931
1117	18904	14914
1118	18918	14894
1119	18935	14877
1120	18996	14895
1121	19020	14884
1122	19042	14871
1123	19057	14852
1124	19075	14836
1125	19142	14858
1126	19169	14848
1127	19198	14841
1128	19228	14834
1129	19259	14828
1130	19329	14852
1131	19373	14854
1132	19406	14849
1133	19436	14843
1134	19463	14833
1135	19524	14849
1136	19561	14847
1137	19596	14843
1138	19628	14837
1139	19661	14832
1140	19732	14855
1141	19762	14847
1142	19796	14843
1143	19831	14839
1144	19866	14834
1145	19945	14863
1146	19974	14854
1147	20009	14850
1148	20043	14844
1149	20076	14839
1150	20166	14874
1151	20200	14869
1152	20222	14855
1153	20236	14835
1154	20252	14816
1155	20314	14831
1156	20355	14831
1157	20414	14843
1158	20455	14842
1159	20491	14838
1160	20570	14865
1161	20605	14860
1162	20648	14860
1163	20689	14859
1164	20731	14858
1165	20817	14889
1166	20854	14885
1167	20896	14885
1168	20935	14882
1169	20975	14880
1170	21060	14909
1171	21097	14904
1172	21137	14902
1173	21176	14899
1174	21215	14896
1175	21298	14923
1176	21335	14918
1177	21372	14913
1178	21419	14915
1179	21462	14914
1180	21549	14943
1181	21587	14939
1182	21629	14937
1183	21672	14936
1184	21716	14935
1185	21803	14964
1186	21842	14960
1187	21887	14960
1188	21929	14957
1189	21973	14957
1190	22067	14989
1191	22109	14987
1192	22144	14979
1193	22160	14959
1194	22176	14939
1195	22216	14934
1196	22232	14914
1197	22248	14894
1198	22265	14874
1199	22281	14854
1200	22318	14847
1201	22334	14827
1202	22346	14804
1203	22357	14781
1204	22367	14757
1205	22434	14770
1206	22460	14756
1207	22480	14739
1208	22504	14723
1209	22517	14701
1210	22552	14693
1211	22562	14669
1212	22573	14645
1213	22583	14621
1214	22593	14597
1215	22628	14589
1216	22638	14565
1217	22648	14541
1218	22659	14517
1219	22669	14493
1220	22701	14483
1221	22711	14459
1222	22722	14435
1223	22732	14411
1224	22742	14387
1225	22775	14378
1226	22784	14353
1227	22793	14329
1228	22803	14305
1229	22815	14282
1230	22846	14271
1231	22855	14247
1232	22868	14225
1233	22877	14201
1234	22886	14176
1235	22916	14165
1236	22926	14141
1237	22935	14117
1238	22945	14093
1239	22954	14069
1240	22985	14058
1241	22995	14034
1242	23005	14010
1243	23014	13986
1244	23024	13962
1245	23055	13951
1246	23064	13927
1247	23073	13903
1248	23083	13879
1249	23092	13855
1250	23125	13845
1251	23134	13821
1252	23143	13797
1253	23152	13773
1254	23162	13749
1255	23195	13740
1256	23205	13716
1257	23215	13692
1258	23224	13669
1259	23233	13645
1260	23266	13635
1261	23276	13611
1262	23285	13587
1263	23295	13564
1264	23304	13540
1265	23336	13530
1266	23346	13506
1267	23355	13482
1268	23364	13459
1269	23374	13435
1270	23405	13424
1271	23414	13400
1272	23424	13377
1273	23433	13354
1274	23454	13336
1275	23517	13343
1276	23526	13320
1277	23536	13296
1278	23545	13273
1279	23555	13249
1280	23586	13238
1281	23595	13215
1282	23605	13191
1283	23614	13168
1284	23624	13145
1285	23656	13134
1286	23665	13110
1287	23675	13087
1288	23685	13064
1289	23695	13041
1290	23729	13032
1291	23741	13010
1292	23751	12987
1293	23761	12964
1294	23771	12941
1295	23808	12932
1296	23817	12909
1297	23826	12886
1298	23836	12863
1299	23845	12840
1300	23880	12830
1301	23890	12807
1302	23900	12784
1303	23909	12761
1304	23918	12738
1305	23950	12727
1306	23959	12704
1307	23969	12681
1308	23979	12658
1309	23988	12635
1310	24021	12624
1311	24030	12601
1312	24039	12578
1313	24049	12555
1314	24058	12532
1315	24094	12523
1316	24103	12500
1317	24112	12477
1318	24122	12454
1319	24132	12431
1320	24163	12420
1321	24173	12397
1322	24182	12374
1323	24191	12351
1324	24201	12329
1325	24233	12317
1326	24242	12294
1327	24252	12272
1328	24261	12249
1329	24270	12226
1330	24303	12215
1331	24312	12192
1332	24322	12170
